Index,Organization Id,Name,Country,Description,Founded,Industry,Number of employees
9256,C2a7F3cb2eDe1cf,Wallace and Sons,United States of America,Multi-channeled even-keeled customer loyalty,1985,Computer Hardware,19676
5923,C2Aab12929A24Ff,Moon-Pineda,Eritrea,Streamlined intangible focus group,2012,Supermarkets,10782
2429,C2AbFCcDF18fCb2,Santana-Porter,Chad,Balanced human-resource projection,2021,Entertainment / Movie Production,4500
2413,c2aC4BEd52E53ad,"Sheppard, Mclaughlin and Daugherty",Saint Pierre and Miquelon,Total mobile algorithm,2012,Information Services,12616
2159,C2aDCecB47C1BFe,"Mcpherson, Fox and Macias",Thailand,Open-source executive encryption,1998,Security / Investigations,6154
4249,C2b7EFAC02D54B4,Holland-Kaufman,Bolivia,Fundamental context-sensitive support,1990,Newspapers / Journalism,4344
5687,c2BBc92AFF4cCE8,Patterson PLC,Macao,Polarized 6thgeneration benchmark,2008,Computer Hardware,4702
2444,c2BBcB1FcBa49Be,Jennings Inc,Korea,Reactive systematic budgetary management,2022,Apparel / Fashion,13072
3447,c2Bc3dD30Ac8b7E,Garza-Mayo,Tajikistan,Programmable bottom-line instruction set,1997,Staffing / Recruiting,10534
9734,c2BCEF8a2C7FE00,"Friedman, Parks and Colon",Philippines,Triple-buffered optimizing focus group,1992,Staffing / Recruiting,3416
9941,C2be794f5AfC2Aa,Chung Ltd,Trinidad and Tobago,Automated disintermediate conglomeration,2003,E - Learning,8140
736,C2C3E5daDe5B183,"Marshall, Griffith and Bolton",Ukraine,Exclusive systemic software,1972,Renewables / Environment,5692
8973,C2C77A1199eff4e,Cunningham Group,Samoa,Grass-roots solution-oriented secured line,1981,Nanotechnology,8150
7835,c2cB9647dAC41e8,"Powell, Wilkins and Guerra",Jamaica,Ergonomic bandwidth-monitored contingency,1996,Ranching,3498
7196,c2CbcdBcCe0CCBd,Campos-Frederick,Guyana,Intuitive optimal capacity,2009,Design,4664
5000,C2CEcdE2A3A13bA,Mitchell LLC,Croatia,Decentralized multi-state conglomeration,1970,Newspapers / Journalism,10608
2974,C2cedbd8Ce4aBeF,"Hughes, Adkins and Frost",Togo,Virtual optimal instruction set,1985,Government Relations,16670
9642,C2d24b61Fbe9dEA,"Colon, Stevenson and Fleming",Libyan Arab Jamahiriya,Organic national orchestration,1984,Shipbuilding,12926
6232,C2D2a588cF76A91,"Harrison, Hunter and Randolph",Saint Martin,Diverse web-enabled service-desk,1986,Think Tanks,19576
8661,C2d6cf9Df417c43,Dean-Wilcox,Burkina Faso,Multi-channeled 5thgeneration firmware,1974,Construction,10924
2456,C2DB784bA3B8E8e,Gould-Burnett,Morocco,Extended 3rdgeneration concept,2001,Marketing / Advertising / Sales,12134
7550,C2DCfc8cC819811,Fox-Huffman,Italy,Intuitive national emulation,1993,Alternative Medicine,8586
4012,C2Ded114AAb47F4,"Case, Mason and Wright",Palau,Profit-focused explicit structure,1986,Oil / Energy / Solar / Greentech,19228
7241,c2EB8DabDffDA01,Clarke-Haynes,Fiji,Programmable mobile interface,2011,Events Services,886
6371,C2EbeaB5AfFFBed,Richardson Ltd,United States Virgin Islands,Stand-alone even-keeled toolset,1995,Government Administration,4498
5507,C2Ee12d2DF46134,Little Ltd,Peru,Switchable 5thgeneration synergy,2005,Automotive,420
5375,C2F2b3Abeca4d2C,"Kelly, Horton and Cuevas",Antigua and Barbuda,Cross-group bifurcated encryption,1990,Computer / Network Security,9930
1589,C2Fab6adcc5A1fa,"Oneill, Carpenter and Huber",Czech Republic,Up-sized modular focus group,2016,Airlines / Aviation,2680
1890,C2fEAaCC0bc041C,Carrillo-Pruitt,Malawi,Networked scalable flexibility,1996,Printing,9110
2690,c2FEcdA0f3B8CFf,"Barber, Carlson and Castro",Saint Barthelemy,Switchable client-driven infrastructure,1992,Machinery,6882
3785,c30EaF4E3B9Ff4f,Morrow-Lutz,Netherlands,Streamlined impactful hierarchy,1987,Tobacco,5164
1220,c320eb4affb1bBd,Cherry PLC,Bolivia,Customer-focused clear-thinking system engine,2015,Textiles,15602
1310,C322f0ee480cd2D,"Kent, Cain and Cummings",Sierra Leone,Open-source bifurcated task-force,1982,International Trade / Development,7816
501,C325157dfE064b8,"Roy, Harper and Owens",Bahamas,Compatible global Local Area Network,2005,E - Learning,15410
7687,c32CAf9ca3F39B2,Long LLC,Micronesia,Quality-focused eco-centric algorithm,1977,Package / Freight Delivery,652
8641,C32e4F3E46dbF06,Miranda and Sons,Guadeloupe,Reduced upward-trending methodology,2012,Public Relations / PR,12756
5266,C33F2BbAd7e5ef5,Chung-Garza,Venezuela,Synchronized methodical matrices,1999,Pharmaceuticals,14148
731,c33FC8e6fD0A6c1,Paul-Glass,Lao People's Democratic Republic,Organic optimizing matrices,1992,Leisure / Travel,18586
2777,c34ED2F592F872F,Mcknight LLC,Tajikistan,Multi-channeled leadingedge task-force,1992,Computer Software / Engineering,16230
4965,C363b0F958f2ee7,Roach Group,Cape Verde,Self-enabling regional application,1979,Chemicals,14878
7569,C3692A6B96e9Ca8,"Knapp, Everett and Coleman",Indonesia,Innovative discrete methodology,1976,Real Estate / Mortgage,10644
1458,c372D897f578c8e,Castaneda and Sons,Anguilla,Re-engineered 3rdgeneration structure,2000,Capital Markets / Hedge Fund / Private Equity,17004
5295,c37d5e9e8a4D4e2,Mcfarland and Sons,Canada,Multi-channeled multi-tasking orchestration,1993,Dairy,9586
3123,C395a674bCd0DeD,"Conner, Hodge and Griffin",Botswana,Networked optimizing open system,1997,Graphic Design / Web Design,15604
1775,c39e331Ff9BEd4B,Guzman-Payne,Guatemala,Distributed exuding groupware,2012,Printing,3900
844,C39fC12ac1bbbD7,Best-Benton,Guernsey,Monitored optimizing attitude,2017,Medical Equipment,4286
1718,C3a57145eec73f1,"Ponce, Kim and Bryan",Colombia,Enhanced zero administration adapter,1970,Civic / Social Organization,16394
8131,c3aB04ab20AAfDd,Ferguson LLC,Suriname,Synergized web-enabled alliance,1991,Venture Capital / VC,10008
719,C3AFDC6DAEB1fBc,Giles-Mckay,Germany,Decentralized bottom-line middleware,1974,Defense / Space,8986
7098,c3b04F71DeaAafB,Cohen-Alvarez,Macao,Up-sized radical hierarchy,1978,Venture Capital / VC,2734
8174,C3BA47255eefcE7,Williamson PLC,British Virgin Islands,Multi-channeled methodical orchestration,2007,Computer Hardware,6382
292,C3bfC1BD8507ab1,Norris Inc,Albania,Future-proofed systematic info-mediaries,1975,Venture Capital / VC,13860
5676,c3C67aEf8567Fe2,"Waller, Francis and Christensen",Christmas Island,Cross-group interactive definition,1995,Machinery,3840
3032,C3c8FFa2BE5690A,Andrade Group,French Southern Territories,Digitized uniform hub,1992,Accounting,10992
1993,C3caC41Fb489eF6,Parker-Aguilar,Saudi Arabia,Vision-oriented explicit Graphic Interface,2014,Writing / Editing,13758
8040,c3cBc5836CbF8aA,Sullivan-Haney,Benin,Expanded mobile policy,1975,Public Safety,12372
1520,C3Cbc9d5dd8D45f,"Phillips, Avila and Fitzpatrick",El Salvador,Right-sized responsive collaboration,2002,Leisure / Travel,13894
3775,C3CbD87af5BCdDB,Wilkinson and Sons,Kuwait,Managed bi-directional concept,2010,Mental Health Care,12420
2394,c3CDAF5bBAc29ae,"Villa, Richards and Marquez",Gabon,Face-to-face value-added workforce,1999,Individual / Family Services,818
173,c3dBece4f4AeB3b,Williamson LLC,Congo,Fully-configurable client-server groupware,2007,Internet,18332
8412,C3e3a0caD4ce83a,"Arroyo, Rivas and Salazar",Uruguay,Cross-platform coherent forecast,1974,Commercial Real Estate,5304
4223,c3E4BEc7c8d41C0,"Case, Christian and Harrington",Morocco,Enterprise-wide optimal challenge,2003,Packaging / Containers,2528
4230,C3E7B71eDac7Eb9,"Cannon, Weaver and Shepherd",Suriname,Upgradable directional architecture,1973,Plastics,16090
5500,c3EC4F6D864BdA2,"Tate, Washington and Steele",United Kingdom,Ergonomic scalable implementation,1984,Online Publishing,3728
8779,C3F0a466C6bbD1E,"Cooley, Buckley and Terry",Yemen,Face-to-face bi-directional methodology,2014,Animation,19528
252,C40A61B2CffDcbD,Rasmussen-Ramsey,United Arab Emirates,Monitored 3rdgeneration concept,1970,Commercial Real Estate,14644
8165,c40AEdb378eC029,Stephens-Shannon,Seychelles,Assimilated local software,2007,Banking / Mortgage,11944
3096,C40d8E597bbABbE,Farmer-Hart,Mexico,Horizontal content-based installation,1988,Electrical / Electronic Manufacturing,9468
472,c4112055D6FfFEC,Ray-Dougherty,Spain,Distributed mobile extranet,1988,Fundraising,6526
7620,C4113144d5dAF6E,Hobbs LLC,Israel,Cross-group didactic structure,2021,Consumer Electronics,7292
2592,C412CFBf322CbbC,Murillo-Jensen,Bhutan,Pre-emptive 3rdgeneration superstructure,2000,Accounting,3464
6640,c412f5fb52FCBf7,Larson Ltd,Samoa,Operative background success,1988,Program Development,14168
4821,c41CaB6fA15e6AA,Pope Ltd,Belarus,Up-sized composite parallelism,1977,Textiles,17160
4384,C4290bD5B7afc32,Gibson Inc,Tunisia,Focused methodical artificial intelligence,1983,Newspapers / Journalism,7838
2495,c42DBAE2d57AACD,Parks-Shaw,Anguilla,Visionary heuristic flexibility,2021,Computer Hardware,4404
6134,c448e1Ebf3Df926,Craig Inc,Western Sahara,Open-source explicit standardization,2000,Electrical / Electronic Manufacturing,11474
506,C44a83DD3F6f07c,"Oliver, Banks and Francis",Qatar,Secured analyzing product,1973,Electrical / Electronic Manufacturing,16490
998,c44e4CC58F5ad03,"Mooney, Webster and Frey",Germany,Re-engineered encompassing application,2010,Medical Practice,9822
2645,c452eB357158Aca,Cox-Ochoa,Israel,Function-based clear-thinking architecture,1997,Military Industry,16920
3948,c45E3b96F547B13,Jensen-Hernandez,United States of America,Reverse-engineered 4thgeneration knowledgebase,2001,Architecture / Planning,19404
8602,c460e8a7beBAE48,Summers and Sons,Saint Barthelemy,Profit-focused fresh-thinking definition,2016,Oil / Energy / Solar / Greentech,1584
3991,C46D3FCf8A82a5B,"Bradford, Smith and Barrett",Timor-Leste,Phased non-volatile website,1985,Media Production,18624
6978,C46Fe5bf3205BEB,Jensen-Castro,United States Minor Outlying Islands,Reverse-engineered real-time orchestration,1970,Publishing Industry,12868
3091,C47eAAA43Cc8ddF,Ponce Group,Kazakhstan,Robust upward-trending project,1990,Mining / Metals,18034
7602,C47F7F26bdA5d2A,Moore Inc,Ecuador,Monitored modular emulation,1979,Capital Markets / Hedge Fund / Private Equity,16676
435,c48dcDEC3a4a2F8,"Scott, Meyer and Barker",Gambia,Devolved user-facing Graphic Interface,1984,Health / Fitness,16714
2071,c48e023fF0Cb2ea,"Carney, Livingston and Anderson",Madagascar,Advanced composite info-mediaries,2021,Aviation / Aerospace,18046
6816,C49cd2b185cE785,"Booker, Pierce and Cisneros",French Polynesia,Versatile heuristic benchmark,2011,Retail Industry,3512
1441,C4A0b269b29eFD3,Hamilton-Hull,Czech Republic,Organized mission-critical model,2018,Ranching,9684
7565,C4a61fCE48C641b,"Stone, Bautista and Macdonald",Cambodia,Open-architected 6thgeneration customer loyalty,1979,Glass / Ceramics / Concrete,6300
4405,C4a87EB29EfbEfB,"Pruitt, Potts and Dickson",Peru,Enhanced needs-based software,2017,Performing Arts,732
8796,C4AB89df1f90fDf,Simpson-Stewart,Syrian Arab Republic,Quality-focused local workforce,2003,Computer Hardware,15512
3784,c4be22F7AFEE5CE,Pennington Inc,Samoa,Stand-alone clear-thinking utilization,2020,Civil Engineering,662
7284,C4c6eF5C5BdFAb7,"Jordan, Choi and Mckenzie",Saint Kitts and Nevis,Progressive reciprocal service-desk,1973,Medical Practice,11328
4769,c4CA21fc8EecDDf,Pittman-Marquez,Benin,Cross-group responsive hardware,1994,Civil Engineering,5106
9191,C4CBecD1bdFFACF,Le-Hutchinson,Svalbard & Jan Mayen Islands,User-centric 6thgeneration orchestration,1970,Apparel / Fashion,11984
8205,C4CBFAa28936bBE,"Shepherd, Proctor and Savage",Algeria,Self-enabling 6thgeneration workforce,1992,Fine Art,18160
2116,c4D6ee62acCFbaa,Solis Group,Romania,Focused homogeneous function,1992,Printing,3692
2768,c4D810AaEAaAd0e,"Hartman, Sparks and Melton",Christmas Island,Persistent context-sensitive policy,1985,Venture Capital / VC,426
5127,c4dA195eE4b3F57,Richards-Love,Romania,Vision-oriented transitional Local Area Network,2014,Mechanical or Industrial Engineering,13508
5224,c4DB8C52beF943b,Goodwin-Pineda,Greece,Pre-emptive secondary interface,1994,Library,13970
2281,C4e4D0B7124146d,"Roberson, Poole and Aguilar",Cote d'Ivoire,Pre-emptive client-server emulation,1995,Dairy,14264
5702,C4e52CAdd9ef07e,Decker-Arias,Kiribati,Synergistic modular circuit,2015,Medical Equipment,5354
7881,c4E5BbafeD46adD,Robles Group,Mauritius,Grass-roots asynchronous customer loyalty,1977,Defense / Space,19748
5705,C4Ef91dDbF6e826,"Moody, Rocha and West",Sweden,Team-oriented fresh-thinking data-warehouse,1995,Online Publishing,19564
270,C4F8f86B0fEcFed,Browning Inc,Japan,Cross-group modular functionalities,1981,Defense / Space,11162
3577,c4FBD4daB10DFC3,Garrison PLC,United States Virgin Islands,Profit-focused attitude-oriented standardization,1971,Government Administration,3198
4634,c4fC2Cc3b7aAAE0,Johnson-Mays,Burundi,Reactive zero-defect analyzer,2004,Design,2766
1142,C509a91Cf516932,Buchanan and Sons,South Africa,Proactive methodical intranet,2011,Consumer Services,2038
7335,C50dF8Aab1a4fDF,"Villanueva, Frederick and Wu",Falkland Islands (Malvinas),Configurable multi-state utilization,1999,Performing Arts,18592
8365,C514eD113FBDd75,Mccullough Ltd,Tuvalu,Reduced tertiary contingency,2021,Pharmaceuticals,10810
645,C51C221dEF4Cd75,"Odonnell, Wilkinson and Taylor",Mauritius,Switchable needs-based core,2021,Import / Export,18218
9841,C51CAf4EA40cEfa,Griffith Ltd,Fiji,Self-enabling multimedia orchestration,1994,Mental Health Care,17174
2713,c52Cd896Ed3FeE6,Rogers-Mccann,Saint Kitts and Nevis,Quality-focused client-server encryption,1998,Mental Health Care,5304
3246,C52e02EDcb5a839,"Hartman, Lynn and Preston",Suriname,Fundamental heuristic application,2018,Design,16060
572,c52ea6F55c096dd,Moore Group,Guatemala,Extended even-keeled service-desk,1982,Textiles,12792
529,C53ceF416cFaDb5,"Watkins, Sherman and Rocha",Australia,Quality-focused multi-state conglomeration,1983,Graphic Design / Web Design,7460
7066,C54911daaEAa215,Townsend-Salazar,Kazakhstan,Decentralized clear-thinking collaboration,2005,Leisure / Travel,18620
3195,C54aD437d1cB8de,"Waller, Forbes and Fischer",Liechtenstein,Cross-group directional utilization,1995,Telecommunications,15440
4557,C554BAd6B4357E5,Meyers-Odonnell,Somalia,Persistent didactic data-warehouse,2014,Hospitality,16266
1721,C566a5Ae628c31B,"Arroyo, Richard and Evans",Russian Federation,Robust bi-directional application,2014,Information Technology / IT,7242
6535,C56DAE5d2e3B2e7,Khan Inc,Korea,Reverse-engineered mission-critical functionalities,1992,Online Publishing,13588
971,c56F3D3B19d07fe,"Wong, Grant and Gibson",Antarctica (the territory South of 60 deg S),Distributed interactive open architecture,1991,Wine / Spirits,2748
5350,C57441CBF694997,Frey PLC,Burundi,Face-to-face mobile task-force,1985,Photography,17800
9375,C5787e4DAF7f8D4,"Blanchard, Velez and Donaldson",Belize,Ameliorated intangible moratorium,2019,Railroad Manufacture,16124
627,c57D1aaBbAdbA9c,Savage-Lester,Ecuador,Polarized empowering algorithm,1993,Tobacco,5424
6828,c57E7D09b4d3CDA,Francis PLC,Uzbekistan,Advanced didactic Local Area Network,1998,Luxury Goods / Jewelry,698
601,C580530C28042a8,"Cox, Murray and Mcclure",Ethiopia,User-centric local attitude,2014,Fine Art,7600
4512,c585c764BA8B74A,"Schwartz, Frederick and Garcia",Singapore,Extended regional encryption,2009,Think Tanks,3144
9863,c58CdC6946c665C,Cummings-Forbes,Lao People's Democratic Republic,Multi-lateral actuating parallelism,1991,Government Administration,6008
7899,c595722d8ED7CfA,Thompson and Sons,Gambia,Managed dynamic emulation,2005,Aviation / Aerospace,9260
4630,c5996ab0A686076,Fuller-Townsend,Dominica,Function-based bi-directional process improvement,2018,Translation / Localization,19876
3944,C59Efb36438BccC,Werner-Curtis,Christmas Island,Innovative leadingedge interface,2013,Investment Management / Hedge Fund / Private Equity,4804
7583,C5a35f966C4BD3F,Roach-Blair,Saint Helena,Implemented solution-oriented benchmark,1975,Law Practice / Law Firms,17380
903,C5a592f7C1FBb8e,"Allison, Wolfe and Hale",Benin,Enterprise-wide 24/7 utilization,1980,Recreational Facilities / Services,9228
1885,C5Aa05DbECC94a3,Hernandez-Bishop,Dominican Republic,Diverse eco-centric Local Area Network,2019,Alternative Dispute Resolution,18864
4443,C5b8e7cae8bFacb,"Stone, Morales and Mata",Spain,Reactive fresh-thinking adapter,1982,Education Management,4366
3319,c5BB23fB732DBF6,Meza and Sons,French Southern Territories,Realigned contextually-based strategy,1996,Think Tanks,8692
6145,C5BeF28706b8BC4,"Cuevas, Burgess and Santos",Panama,Balanced explicit archive,2014,Insurance,6528
798,C5bFcAE98b86bF7,"Tyler, Robertson and Christensen",Venezuela,Up-sized fresh-thinking firmware,2022,Security / Investigations,18576
3116,c5C6a6FDe9D074C,Wheeler-Garrison,Aruba,Function-based 6thgeneration instruction set,2002,Writing / Editing,18230
9319,c5CC592a8CEEb2b,Tanner PLC,Monaco,Pre-emptive scalable matrix,1994,Luxury Goods / Jewelry,10308
8674,C5d4B8009b9cdf0,"Baird, Jennings and May",Mayotte,Realigned zero administration instruction set,1976,Paper / Forest Products,5612
1364,C5D6DAc818019BB,Watson-Caldwell,Turkmenistan,Self-enabling disintermediate protocol,2006,Apparel / Fashion,15300
8658,c5e0c32FF29bE0D,"Noble, Ellis and Green",Iran,Universal system-worthy success,1976,Package / Freight Delivery,13802
8295,C5EC2Fa6c3CEC01,Reed LLC,Estonia,Fully-configurable zero-defect hardware,2008,Warehousing,16994
5645,C5EdC7c1Ac3ee67,"Silva, Yoder and Tapia",Aruba,Managed zero tolerance orchestration,1972,Health / Fitness,19924
2213,c5F4E22bE4BA7Ca,Zuniga-Hansen,Montenegro,User-friendly object-oriented info-mediaries,1991,Photography,3086
1367,c5F7987Ca7DEFAa,Jarvis PLC,Mongolia,Ergonomic bi-directional model,1985,Investment Banking / Venture,9964
2738,C5FB8173AC904Ad,Monroe PLC,Honduras,Expanded bandwidth-monitored groupware,2005,Architecture / Planning,8314
8591,c5Fd1578bf9e9EC,Beck Group,Iraq,Customizable transitional time-frame,1973,Luxury Goods / Jewelry,248
2258,C6025B1c25A6332,Hayden-Goodwin,Oman,Ameliorated web-enabled challenge,1984,Religious Institutions,16830
7314,C60ab1f16648E7f,Heath-Rojas,Vanuatu,Profit-focused bottom-line moderator,1976,Fine Art,9422
7994,C611b1Dbc1Bb9af,Frederick Ltd,Cook Islands,Fully-configurable motivating Internet solution,2010,Wholesale,5314
9857,c61Ec32C37A10a2,"Barnes, Mcdaniel and Odonnell",Georgia,Ameliorated systemic instruction set,2000,Construction,4436
4124,c62C4Fb3463eF85,Perry LLC,El Salvador,Versatile coherent synergy,2004,Recreational Facilities / Services,12146
